step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_cars_present,system_accumulated_waiting_time (100),system_accumulated_mean_waiting_time (100),system_accumulated_waiting_time (delta),system_accumulated_mean_waiting_time (delta),agents_total_stopped,agents_total_accumulated_waiting_time (100),agents_total_accumulated_waiting_time (delta),agents_mean_speed,agents_mean_waiting_time (100),agents_mean_waiting_time (delta),agents_cars_present,Col1_1_stopped,Col1_1_accumulated_waiting_time,Col1_1_average_speed
8.0,1,0.0,0.0,5.4636110218474645,2,0.0,0.0,0.0,0.0,0,0.0,0.0,10.927222043694927,0.0,0.0,1,0,0.0,0.6897058233002138
16.0,1,4.0,1.3333333333333333,7.402747044725895,3,4.0,1.3333333333333333,4.0,1.3333333333333333,1,4.0,4.0,4.180441902363138,2.0,2.0,2,1,4.0,0.3227476744776441
24.0,3,15.0,1.875,5.178021727530455,8,15.0,1.875,11.0,1.375,3,15.0,11.0,3.886656704174025,2.142857142857143,2.142857142857143,7,3,15.0,0.2579097500482264
32.0,0,0.0,0.0,9.761796000900471,8,24.0,3.0,9.0,1.125,0,2.0,0.0,10.33414045406077,0.3333333333333333,0.3333333333333333,6,0,2.0,0.6472212370126563
40.0,1,4.0,0.5,12.126961723004618,8,6.0,0.75,0.0,0.0,1,4.0,2.0,10.915742440796723,0.8,0.8,5,1,4.0,0.7479304847623247
48.0,0,0.0,0.0,8.620799352261502,9,7.0,0.7777777777777778,1.0,0.1111111111111111,0,0.0,0.0,9.076335467639929,0.0,0.0,7,0,0.0,0.5937612968336897
56.0,2,10.0,0.8333333333333334,7.014576921440747,12,20.0,1.6666666666666667,13.0,1.0833333333333333,2,10.0,10.0,5.012665459296078,1.1111111111111112,1.1111111111111112,9,2,10.0,0.3022146723547528
64.0,5,26.0,1.7333333333333334,5.5348774067960695,15,46.0,3.066666666666667,26.0,1.7333333333333334,5,26.0,16.0,3.452116527155104,2.363636363636364,2.363636363636364,11,5,26.0,0.1994087464766095
72.0,9,74.0,4.625,3.624261077104163,16,81.0,5.0625,35.0,2.1875,9,74.0,48.0,2.0401833078657723,5.285714285714286,5.285714285714286,14,9,74.0,0.1153504779995158
80.0,12,153.0,7.65,2.7980582646146432,20,154.0,7.7,73.0,3.65,12,154.0,80.0,2.798058264614643,7.7,7.7,20,12,154.0,0.1801238488041463
88.0,6,30.0,1.1538461538461535,5.767502881101245,26,228.0,8.76923076923077,74.0,2.8461538461538463,6,126.0,0.0,5.240935836428208,6.0,6.0,21,6,126.0,0.3413303917196695
96.0,1,0.0,0.0,10.35467784942423,29,131.0,4.517241379310345,0.0,0.0,1,15.0,0.0,8.335764672284176,0.75,0.75,20,1,15.0,0.5342450383952607
104.0,2,5.0,0.217391304347826,11.236948951773298,23,9.0,0.391304347826087,0.0,0.0,2,5.0,0.0,9.357888000166971,0.3125,0.3125,16,2,5.0,0.6169669078024491
112.0,6,32.0,1.5238095238095235,7.761477989924815,21,33.0,1.5714285714285714,24.0,1.1428571428571428,6,32.0,27.0,6.500263136400453,1.7777777777777777,1.7777777777777777,18,6,32.0,0.4145835396076712
120.0,1,3.0,0.1304347826086956,7.247948492833333,23,62.0,2.6956521739130435,29.0,1.2608695652173914,1,8.0,0.0,7.487054174841505,0.5,0.5,16,1,8.0,0.5060823083270415
128.0,7,22.0,0.88,7.016528170263595,25,62.0,2.48,0.0,0.0,7,27.0,19.0,5.210228303848265,1.588235294117647,1.588235294117647,17,7,27.0,0.3494936942355943
136.0,4,22.0,0.9166666666666666,6.194073282615089,24,76.0,3.1666666666666665,14.0,0.5833333333333334,4,41.0,14.0,5.586275753963121,2.1578947368421053,2.1578947368421053,19,4,41.0,0.3860554794254761
144.0,9,77.0,3.347826086956522,7.685540472024983,23,96.0,4.173913043478261,20.0,0.8695652173913043,9,77.0,36.0,4.835284843145177,4.8125,4.8125,16,9,77.0,0.3548760800608879
152.0,11,158.0,6.583333333333333,5.481697412855836,24,158.0,6.583333333333333,62.0,2.583333333333333,11,158.0,81.0,4.457955604288885,7.181818181818182,7.181818181818182,22,11,158.0,0.3027167760855975
