step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_cars_present,system_accumulated_waiting_time (100),system_accumulated_mean_waiting_time (100),system_accumulated_waiting_time (delta),system_accumulated_mean_waiting_time (delta),agents_total_stopped,agents_total_accumulated_waiting_time (100),agents_total_accumulated_waiting_time (delta),agents_mean_speed,agents_mean_waiting_time (100),agents_mean_waiting_time (delta),agents_cars_present,Col1_1_stopped,Col1_1_accumulated_waiting_time,Col1_1_average_speed
8.0,1,0.0,0.0,5.4636110218474645,2,0.0,0.0,0.0,0.0,0,0.0,0.0,10.927222043694927,0.0,0.0,1,0,0.0,0.6897058233002138
16.0,0,0.0,0.0,10.908768005236595,3,0.0,0.0,0.0,0.0,0,0.0,0.0,8.857113367598505,0.0,0.0,1,0,0.0,0.6838168337323859
24.0,1,0.0,0.0,7.433151306025313,7,0.0,0.0,0.0,0.0,1,0.0,0.0,4.997035476103261,0.0,0.0,5,1,0.0,0.3315585181081839
32.0,0,0.0,0.0,12.970946470466975,6,0.0,0.0,0.0,0.0,0,0.0,0.0,13.844466713834812,0.0,0.0,4,0,0.0,0.8635415365250677
40.0,0,0.0,0.0,12.346700344664244,6,0.0,0.0,0.0,0.0,0,0.0,0.0,13.64423445058687,0.0,0.0,4,0,0.0,0.9348921423526418
48.0,0,0.0,0.0,9.490573552342903,9,0.0,0.0,0.0,0.0,0,0.0,0.0,9.148828885063285,0.0,0.0,7,0,0.0,0.6050087726145309
56.0,0,0.0,0.0,10.101371961693491,10,2.0,0.2,2.0,0.2,0,0.0,0.0,8.460234019505465,0.0,0.0,6,0,0.0,0.5195090616483395
64.0,1,7.0,0.7777777777777778,7.643393075104872,9,11.0,1.2222222222222223,9.0,1.0,1,7.0,7.0,6.345568285846028,1.1666666666666667,1.1666666666666667,6,1,7.0,0.3701433175996806
72.0,2,1.0,0.1,7.409059723384358,10,17.0,1.7,6.0,0.6,2,1.0,0.0,5.963386821560633,0.1428571428571428,0.1428571428571428,7,2,1.0,0.3137878099750928
80.0,1,0.0,0.0,8.620871285754932,14,11.0,0.7857142857142857,0.0,0.0,1,1.0,0.0,7.5615076439833295,0.1111111111111111,0.1111111111111111,9,1,1.0,0.4848411511166933
88.0,1,0.0,0.0,11.481272488154843,15,1.0,0.0666666666666666,0.0,0.0,1,0.0,0.0,10.043934769000588,0.0,0.0,10,1,0.0,0.6597529819105208
96.0,1,3.0,0.1764705882352941,7.959226596647021,17,4.0,0.2352941176470588,3.0,0.1764705882352941,1,3.0,3.0,7.959226596647021,0.1764705882352941,0.1764705882352941,17,1,3.0,0.527064342564491
104.0,0,0.0,0.0,9.492217039690182,21,16.0,0.7619047619047619,12.0,0.5714285714285714,0,0.0,0.0,9.933895964083042,0.0,0.0,16,0,0.0,0.652019949889428
112.0,5,18.0,0.782608695652174,8.901535467393526,23,19.0,0.8260869565217391,3.0,0.1304347826086956,5,18.0,18.0,7.100137877848585,1.0,1.0,18,5,18.0,0.4462469086289629
120.0,1,2.0,0.0909090909090909,7.710949513805222,22,44.0,2.0,25.0,1.1363636363636365,1,4.0,0.0,8.405577346002758,0.2666666666666666,0.2666666666666666,15,1,4.0,0.5618908206338005
128.0,7,32.0,1.3333333333333333,7.871636483053852,24,65.0,2.708333333333333,21.0,0.875,6,25.0,21.0,5.380933979276306,1.7857142857142858,1.7857142857142858,14,6,25.0,0.3660235135093048
136.0,2,1.0,0.0434782608695652,8.31692755814345,23,78.0,3.391304347826087,13.0,0.5652173913043478,2,10.0,0.0,6.730629359627936,0.6666666666666666,0.6666666666666666,15,2,10.0,0.4679557770858673
144.0,4,19.0,0.9047619047619048,10.432154645927282,21,28.0,1.3333333333333333,0.0,0.0,3,13.0,3.0,7.88654530491986,1.181818181818182,1.181818181818182,11,3,13.0,0.5596519205509355
152.0,4,5.0,0.238095238095238,7.846249256623553,21,36.0,1.7142857142857142,8.0,0.3809523809523809,4,7.0,0.0,6.851867054225558,0.4375,0.4375,16,4,7.0,0.4651646725081759
160.0,3,6.0,0.2608695652173913,8.946329158919157,23,29.0,1.2608695652173914,0.0,0.0,3,9.0,2.0,9.052995630663943,0.5294117647058824,0.5294117647058824,17,3,9.0,0.561627822778138
168.0,6,30.0,1.2,8.363346713414575,25,40.0,1.6,11.0,0.44,4,24.0,15.0,7.096030217377296,1.411764705882353,1.411764705882353,17,4,24.0,0.4527030355384794
176.0,2,1.0,0.0416666666666666,8.240910819247365,24,56.0,2.333333333333333,16.0,0.6666666666666666,2,12.0,0.0,7.845307925056191,0.631578947368421,0.631578947368421,19,2,12.0,0.5087181424826168
184.0,5,21.0,0.8076923076923077,9.2707183094247,26,44.0,1.6923076923076923,0.0,0.0,5,21.0,9.0,7.772226035393142,1.105263157894737,1.105263157894737,19,5,21.0,0.5109072852835272
192.0,2,0.0,0.0,8.511431034513981,28,57.0,2.0357142857142856,13.0,0.4642857142857143,2,10.0,0.0,8.09981154384195,0.4545454545454545,0.4545454545454545,22,2,10.0,0.5126932857927744
200.0,5,19.0,0.6785714285714286,9.41828081400122,28,37.0,1.3214285714285714,0.0,0.0,5,19.0,9.0,8.066289268610126,0.95,0.95,20,5,19.0,0.5217249443209772
